,datetime,name,tempmax,tempmin,temp温度,feelslikemax,feelslikemin,feelslike（体感温度）,dew,"humidity
（湿度）","precip
（降水）","precipprob 
（降水概率）","precipcover
（降水覆盖范围）","preciptype
（降水类型）",snow,snowdepth,"windgust
（阵风）","windspeed
（风速）","winddir
（风向）","sealevelpressure
（海平面气压）","cloudcover
（云量）","visibility
（能见度）","solar radiation
（太阳辐射）","solar energy
（太阳辐射能）","uvindex
（紫外线）","severerisk
（严重风险）","sunrise
（日出时间）","sunset
（日落时间）","moon phase
（月相）","conditions
（气象条件）","description
（描述）","icon
（气象图标）","stations
（气象观测站位置）"
1549,2017/3/29,Beijing,19,3,11.5,19,0.1,11.2,3.2,60.8,0,0,0,,,,,18,192.5,1018.8,28.2,5.8,230,19.8,8,,2017-03-29T06:03:40,2017-03-29T18:35:26,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1550,2017/3/30,Beijing,16,8,12.4,16,8,12.3,-0.6,44.2,0,0,0,,,,,21.6,114.4,1023,57.1,8,175.9,15.1,6,,2017-03-30T06:02:04,2017-03-30T18:36:26,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1551,2017/3/31,Beijing,17,3,12.4,17,-1.2,11.8,-6.5,28.4,0,0,0,,,,36,18,346.7,1024.9,17.6,11.9,267,23.1,9,,2017-03-31T06:00:27,2017-03-31T18:37:27,0.11,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1552,2017/4/1,Beijing,22,3,13.8,22,2.2,13.5,-4.8,32,0,0,0,,,,39.6,21.6,182.6,1016.5,27.5,11.1,269.9,23.2,8,,2017-04-01T05:58:51,2017-04-01T18:38:28,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1553,2017/4/2,Beijing,24,4,13.8,24,2.2,13.5,-2.7,36.5,0,0,0,,,,21.6,14.4,128,1018,65,9.8,235.5,20.3,8,,2017-04-02T05:57:15,2017-04-02T18:39:28,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1554,2017/4/3,Beijing,25,5,16.2,25,5,16.1,3,45,0,0,0,,,,,25.2,156.8,1017,33.4,6.6,242.1,20.8,8,,2017-04-03T05:55:39,2017-04-03T18:40:29,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1555,2017/4/4,Beijing,19.6,10,16.1,19.6,8.5,16.1,6,51.7,0,0,0,,,,,18,184.5,1014.7,38.7,6.2,74.7,6.4,3,,2017-04-04T05:54:04,2017-04-04T18:41:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1556,2017/4/5,Beijing,20,11.5,15.4,20,11.5,15.4,8.6,64.6,0,0,0,,,,,21.6,161.6,1012.4,40.1,8.3,191.2,16.5,7,,2017-04-05T05:52:29,2017-04-05T18:42:30,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1557,2017/4/6,Beijing,26,9,17,26,8,16.9,7,58.2,0,0,0,,,,,21.6,124.8,1010.9,27.8,6.3,251.5,21.6,8,,2017-04-06T05:50:54,2017-04-06T18:43:30,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1558,2017/4/7,Beijing,17,12,14,17,12,14,6.3,60.1,0,0,0,,,,,18,125.4,1014,46.5,8.1,237.1,20.6,8,,2017-04-07T05:49:20,2017-04-07T18:44:31,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1559,2017/4/8,Beijing,18,10.8,14.9,18,10.8,14.9,4.1,51.8,0,0,0,,,,,14.4,155.9,1017.5,48,8.3,129.2,11.3,4,,2017-04-08T05:47:46,2017-04-08T18:45:31,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1560,2017/4/9,Beijing,19,6,13.2,19,6,13.2,2.2,54.2,0,0,0,,,,32.4,18,195.2,1020.5,40,8.4,263.3,22.7,9,,2017-04-09T05:46:13,2017-04-09T18:46:32,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1561,2017/4/10,Beijing,20,8,14.8,20,8,14.8,2.5,45.6,0,0,0,,,,36,18,195.8,1011.3,51.4,9.4,103.1,8.8,3,,2017-04-10T05:44:40,2017-04-10T18:47:33,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1562,2017/4/11,Beijing,22,8.5,15.6,22,7.3,15.4,-6.6,28.6,0,0,0,,,,,36,349.3,1014.8,20.7,10.9,301.1,25.9,9,,2017-04-11T05:43:08,2017-04-11T18:48:33,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1563,2017/4/12,Beijing,26,2,14.7,26,2,14.7,-4.4,32.8,0,0,0,,,,39.6,21.6,9.2,1013.2,20.3,10.9,274.9,23.8,9,,2017-04-12T05:41:36,2017-04-12T18:49:34,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1564,2017/4/13,Beijing,20,4,13.1,20,4,13,-2.5,36.1,0,0,0,,,,,18,169.3,1010,49.8,10,202.4,17.4,7,,2017-04-13T05:40:05,2017-04-13T18:50:34,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1565,2017/4/14,Beijing,28,7,18.1,26.7,5.7,17.9,3,43,0,0,0,,,,39.6,16.1,232.2,1004,24.6,9.7,271.3,23.6,9,,2017-04-14T05:38:35,2017-04-14T18:51:35,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1566,2017/4/15,Beijing,31.1,7,21.7,29,7,21,0.1,33.7,0,0,0,,,,54,25.2,278.1,1007.4,50.9,11.1,291.3,25.3,9,,2017-04-15T05:37:05,2017-04-15T18:52:35,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1567,2017/4/16,Beijing,24,11,18.3,24,11,18.3,6.6,47.4,0,0,0,,,,36,16.3,112.3,1008.7,53,7.3,122.5,10.6,5,,2017-04-16T05:35:36,2017-04-16T18:53:36,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1568,2017/4/17,Beijing,25.7,10,19.1,25.7,10,19.1,5.6,48.7,0,0,0,,,,57.6,32.4,254.1,1000.5,21.8,6,223.1,19.3,8,,2017-04-17T05:34:07,2017-04-17T18:54:37,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1569,2017/4/18,Beijing,24,10,17.7,24,9.2,17.7,-9.4,16.5,0,0,0,,,,75.6,54,337.5,1003.5,9.9,11.8,310.2,26.8,9,,2017-04-18T05:32:39,2017-04-18T18:55:37,0.73,Clear,Clear conditions throughout the day.,overcast,"ZBAA,54511099999"
1570,2017/4/19,Beijing,15.1,7,12.3,15.1,5.7,12.2,1.7,49.4,0,0,0,,,,,10.8,100.6,1008.2,84.8,10.8,86.3,7.4,4,,2017-04-19T05:31:12,2017-04-19T18:56:38,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1571,2017/4/20,Beijing,23,4,14.5,23,4,14.4,-0.6,46.1,0,0,0,,,,43.2,25.2,1.1,1009.8,46.8,11,251.6,21.8,9,,2017-04-20T05:29:46,2017-04-20T18:57:39,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1572,2017/4/21,Beijing,22.1,7,16.7,22.1,4.9,16.5,-1.1,32.4,0,0,0,,,,39.6,21.6,342.8,1014.7,24.5,12.8,288.7,25,9,,2017-04-21T05:28:21,2017-04-21T18:58:40,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1573,2017/4/22,Beijing,27,4,18.5,26.3,4,18.4,-0.2,35.1,0,0,0,,,,50.4,32.6,205.9,1008.5,27.8,10.4,317.7,27.4,10,,2017-04-22T05:26:56,2017-04-22T18:59:40,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1574,2017/4/23,Beijing,25,13,18.6,25,13,18.6,-1.9,26.6,0,0,0,,,,,25.2,94.2,1008.5,67.7,12.2,310.3,26.6,9,,2017-04-23T05:25:33,2017-04-23T19:00:41,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1575,2017/4/24,Beijing,23,9,17,23,8.8,16.9,-6.9,29.5,0,0,0,,,,64.8,39.6,324.9,1012.3,54.5,11.2,326.2,28.1,10,,2017-04-24T05:24:10,2017-04-24T19:01:42,0.92,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1576,2017/4/25,Beijing,19.5,10.4,15.1,19.5,10.4,15.1,-9,18.7,0,0,0,,,,,21.6,349.5,1021.2,55,12.7,207.5,17.9,7,,2017-04-25T05:22:48,2017-04-25T19:02:42,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1577,2017/4/26,Beijing,24,6,16.4,24,3.7,16.1,-6.5,24.3,0,0,0,,,,43.2,25.2,337.8,1021.7,4,12.8,326.8,28.2,10,,2017-04-26T05:21:28,2017-04-26T19:03:43,0,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1578,2017/4/27,Beijing,30.1,7.7,21.5,28.3,7.7,21.1,-9.2,14.2,0,0,0,,,,32.4,39.6,308.3,1013.5,10.3,17.1,329.4,28.4,10,,2017-04-27T05:20:08,2017-04-27T19:04:43,0.02,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1579,2017/4/28,Beijing,32,11.9,24.3,29.8,11.9,23.6,-4.2,15.9,0,0,0,,,,54,32.4,317.5,1005.5,20.7,11.4,309.6,26.5,9,,2017-04-28T05:18:49,2017-04-28T19:05:44,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1580,2017/4/29,Beijing,35,13,26.4,32.4,13,25.3,2.1,23.3,0,0,0,,,,39.6,28.8,246.2,1002.4,10.4,10.8,315.3,27.2,9,,2017-04-29T05:17:32,2017-04-29T19:06:44,0.09,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1581,2017/4/30,Beijing,29.3,13,22.4,27.6,13,21.9,1.1,29.1,0,0,0,,,,43.2,21.6,174,1008.1,38.5,10.5,301.6,26.2,9,,2017-04-30T05:16:15,2017-04-30T19:07:45,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1582,2017/5/1,Beijing,27,10,19.5,26.1,10,19.5,1.5,34.6,0,0,0,,,,,14.4,140.5,1015.8,78.6,11.2,292.3,25.3,9,,2017-05-01T05:15:00,2017-05-01T19:08:45,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1583,2017/5/2,Beijing,28,11,21.2,27.6,11,21,7.2,42.6,0,0,0,,,,,18,134.5,1015.1,51.9,9.6,273.5,23.6,9,,2017-05-02T05:13:46,2017-05-02T19:09:45,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1584,2017/5/3,Beijing,26,16,21.2,26,16,21.2,10,51.3,0,0,0,,,,,21.6,179.8,1014.7,51.4,9.9,163.5,14,7,,2017-05-03T05:12:33,2017-05-03T19:10:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1585,2017/5/4,Beijing,25,15,20.2,25,15,20.2,-1.8,30.4,0.2,100,4.17,rain,,,,28.8,309.2,1014.6,36.3,4.5,291,25.3,9,,2017-05-04T05:11:21,2017-05-04T19:11:45,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,precipitation,"ZBAA,54511099999"
1586,2017/5/5,Beijing,21,15.2,18.8,21,15.2,18.8,-5.4,22.7,0,0,0,,,,79.2,50.4,296.4,1013.9,16.5,8.7,297.1,25.4,10,,2017-05-05T05:10:11,2017-05-05T19:12:45,0.3,Clear,Clear conditions throughout the day.,overcast,"ZBAA,54511099999"
1587,2017/5/6,Beijing,30,8,19.8,28.1,6.9,19.2,-1.7,27.5,0,0,0,,,,57.6,36,292.8,1012.6,2.5,11.2,331,28.5,10,,2017-05-06T05:09:01,2017-05-06T19:13:44,0.34,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1588,2017/5/7,Beijing,31,10,23.1,28.9,10,22.5,1.1,26.9,0,0,0,,,,32.4,28.8,215.4,1012.3,52.4,11.4,326.1,28.1,10,,2017-05-07T05:07:54,2017-05-07T19:14:43,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1589,2017/5/8,Beijing,30,13,22.4,28.4,13,22.1,6.9,40.1,0,0,0,,,,25.2,14.4,159.8,1007,96,9.8,154.8,13.2,5,,2017-05-08T05:06:47,2017-05-08T19:15:42,0.4,Overcast,Cloudy skies throughout the day.,overcast,"ZBAA,54511099999"
1590,2017/5/9,Beijing,28,16.9,22.2,26.9,16.9,21.9,9.2,45.7,0,0,0,,,,,25.2,171.1,1007,31.8,10.8,306.1,26.6,9,,2017-05-09T05:05:42,2017-05-09T19:16:41,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1591,2017/5/10,Beijing,33,13,23.3,30.6,13,22.7,8,44.7,0,0,0,,,,43.2,25.2,278.8,1005.7,28.7,10.9,327.9,28.4,10,,2017-05-10T05:04:38,2017-05-10T19:17:39,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1592,2017/5/11,Beijing,31,12.1,22.8,29,12.1,22.1,-2.4,27.1,0,0,0,,,,68.4,50.4,330.7,1006.6,12.9,10.5,341,29.6,10,,2017-05-11T05:03:36,2017-05-11T19:18:37,0.5,Clear,Clear conditions throughout the day.,overcast,"ZBAA,54511099999"
1593,2017/5/12,Beijing,29,10,20.9,27.4,9.2,20.4,-3,21.6,0,0,0,,,,43.2,32.4,216.1,1004.5,24.8,10.8,325.7,28.1,10,,2017-05-12T05:02:35,2017-05-12T19:19:35,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1594,2017/5/13,Beijing,29,12,22.1,27.4,12,21.8,-1.4,22,0,0,0,,,,68.4,39.6,321.5,1007.3,12.8,12,347.6,30,10,,2017-05-13T05:01:36,2017-05-13T19:20:32,0.58,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1595,2017/5/14,Beijing,27.6,18.3,23.1,26.5,18.3,22.8,2.5,26.7,0,0,0,,,,,18,49,1013.5,25.5,13,334.8,29,10,,2017-05-14T05:00:38,2017-05-14T19:21:29,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1596,2017/5/15,Beijing,28,12,22.2,26.7,12,21.9,2,28.2,0,0,0,,,,,18,132.6,1013.9,27.6,12.6,338.1,29.1,10,,2017-05-15T04:59:42,2017-05-15T19:22:26,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1597,2017/5/16,Beijing,32,15,24.3,30,15,23.7,7.2,35.4,0,0,0,,,,25.2,21.6,187.8,1006.6,55.9,11.2,322,27.8,10,,2017-05-16T04:58:48,2017-05-16T19:23:22,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1598,2017/5/17,Beijing,32,17.3,25.5,31,17.3,25.3,13.6,49.6,0,0,0,,,,,14.4,135.3,1004.5,15,10.4,317.8,27.5,9,,2017-05-17T04:57:55,2017-05-17T19:24:17,0.71,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1599,2017/5/18,Beijing,35,18,27.2,34.7,18,27.1,15.2,51,0,0,0,,,,28.8,21.6,187,1006.4,15,9,312.6,26.9,9,,2017-05-18T04:57:03,2017-05-18T19:25:12,0.74,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1600,2017/5/19,Beijing,37,21.9,29.2,36.2,21.9,29.4,16.5,49.6,0,0,0,,,,39.6,23.5,174.4,1006.3,37.3,8.3,237.1,20.6,6,,2017-05-19T04:56:14,2017-05-19T19:26:07,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1601,2017/5/20,Beijing,35,20.5,28.1,34,20.5,28,15,47.1,0.7,100,4.17,rain,,,,18,146.2,1008.9,52.9,10,308.8,26.8,9,,2017-05-20T04:55:26,2017-05-20T19:27:01,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
1602,2017/5/21,Beijing,29,20.4,24.3,28.6,20.4,24.2,13.8,52.8,0,0,0,,,,,21.6,131.1,1010.1,52,9.9,304,26.2,9,,2017-05-21T04:54:39,2017-05-21T19:27:54,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1603,2017/5/22,Beijing,21,15.9,17.8,21,15.9,17.8,14.2,80.6,29,100,8.33,rain,,,,14.4,53.9,1012.5,77.4,8.8,86.8,7.8,3,,2017-05-22T04:53:55,2017-05-22T19:28:46,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
1604,2017/5/23,Beijing,31,12.6,22.2,29,12.6,21.8,9.3,51.9,0,0,0,,,,39.6,21.8,259.9,1013.8,9.8,10.9,348.7,30,10,,2017-05-23T04:53:12,2017-05-23T19:29:38,0.91,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1605,2017/5/24,Beijing,34,13.3,25.5,31.5,13.3,24.4,6.5,38.5,0,0,0,,,,43.2,32.4,255.4,1008.4,8.1,11.9,352.3,30.4,10,,2017-05-24T04:52:31,2017-05-24T19:30:29,0.94,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1606,2017/5/25,Beijing,29,17,23.9,28.2,17,23.5,9.4,41.5,0,0,0,,,,,25.2,164.4,1010.8,8,11.3,338.9,29.3,10,,2017-05-25T04:51:52,2017-05-25T19:31:19,0.98,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1607,2017/5/26,Beijing,29,14.4,21.9,27.9,14.4,21.7,8.6,45,0,0,0,,,,32.4,14.4,153.7,1009.6,12.9,10.9,330.5,28.6,9,,2017-05-26T04:51:14,2017-05-26T19:32:08,0,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1608,2017/5/27,Beijing,30.2,16,24.2,30.1,16,24.1,12,48.5,0,0,0,,,,,14.4,117.1,1005,19.4,9.7,324.2,28.1,9,,2017-05-27T04:50:39,2017-05-27T19:32:57,0.05,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1609,2017/5/28,Beijing,37,18,27.7,35.8,18,27.7,14.9,48.9,0,0,0,,,,39.6,21.6,81.2,1005,33.5,8,298.1,25.7,9,,2017-05-28T04:50:05,2017-05-28T19:33:44,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1610,2017/5/29,Beijing,27,19,23.2,26.7,19,23.2,12.6,52.3,0,0,0,,,,,14.4,89.4,1011.2,81.8,11.9,162.3,13.9,5,,2017-05-29T04:49:33,2017-05-29T19:34:31,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1611,2017/5/30,Beijing,28,18,21.9,28,18,21.9,15.4,68.2,1.1,100,8.33,rain,,,28.8,14.4,166.5,1006.8,70.3,10,217.1,18.9,8,,2017-05-30T04:49:03,2017-05-30T19:35:16,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,precipitation,"ZBAA,54511099999"
1612,2017/5/31,Beijing,34,16,25.2,33.3,16,25,14.8,58,0,0,0,,,,43.2,25.2,189.4,999.3,22.5,8.2,337,29,10,,2017-05-31T04:48:35,2017-05-31T19:36:01,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1613,2017/6/1,Beijing,31,15,24.8,29,15,24.1,7.3,37.9,0,0,0,,,,,18,135.6,1003.7,5.3,12.2,336.5,29,10,,2017-06-01T04:48:09,2017-06-01T19:36:44,0.25,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1614,2017/6/2,Beijing,22,15.6,19.6,22,15.6,19.6,7.9,47.4,0,0,0,,,,36,21.6,115.4,1007.1,59.3,12.2,234.9,20.2,8,,2017-06-02T04:47:44,2017-06-02T19:37:26,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1615,2017/6/3,Beijing,28,11.8,20.8,26.9,11.8,20.6,7.8,48.1,0,0,0,,,,43.2,18,190.2,1011.6,60,11.3,259.8,22.4,8,,2017-06-03T04:47:22,2017-06-03T19:38:07,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1616,2017/6/4,Beijing,32,14.2,24.2,30.1,14.2,23.6,8.6,40.3,0,0,0,,,,32.4,18,173.1,1009.8,43.3,10.6,336.1,29.1,9,,2017-06-04T04:47:01,2017-06-04T19:38:47,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1617,2017/6/5,Beijing,29,18,24.8,28,18,24.5,9.9,40.4,0,0,0,,,,46.8,20.2,142.2,1011.5,80.2,9.8,165.4,14.3,7,,2017-06-05T04:46:43,2017-06-05T19:39:25,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1618,2017/6/6,Beijing,22,16,17.6,22,16,17.6,14.1,80.1,3.4,100,12.5,rain,,,,21.6,161.4,1010.6,33.9,9.5,190.1,16.3,6,,2017-06-06T04:46:26,2017-06-06T19:40:03,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,precipitation,"ZBAA,54511099999"
1619,2017/6/7,Beijing,32,14.8,23.3,30.1,14.8,22.8,12.2,56.6,0,0,0,,,,46.8,21.6,264.7,1007.6,17.9,8.7,343.6,29.7,10,,2017-06-07T04:46:11,2017-06-07T19:40:39,0.42,Clear,Clear conditions throughout the day.,clear-day,"ZBAA,54511099999"
1620,2017/6/8,Beijing,35,15.3,24.8,32.6,15.3,24.2,10.2,44.6,0.2,100,8.33,rain,,,68.4,32.4,211.4,1005.4,24.6,11.1,338.2,29.2,10,,2017-06-08T04:45:59,2017-06-08T19:41:13,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,precipitation,"ZBAA,54511099999"
1621,2017/6/9,Beijing,38,16,27.7,35.7,16,26.7,9.8,39.5,0,0,0,,,,54,32.4,183.5,1002,39.6,11.3,342.4,29.4,10,,2017-06-09T04:45:48,2017-06-09T19:41:46,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1622,2017/6/10,Beijing,30,18,24.2,28.1,18,23.7,3.8,28.9,0,0,0,,,,,18,132.4,1008.5,86.3,12.5,175.9,15.1,5,,2017-06-10T04:45:39,2017-06-10T19:42:18,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1623,2017/6/11,Beijing,29.4,15.4,23.3,27.7,15.4,22.9,5.6,33.9,0.6,100,4.17,rain,,,,18,120.4,1009.7,66.4,11.6,236.4,20.3,8,,2017-06-11T04:45:32,2017-06-11T19:42:48,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
1624,2017/6/12,Beijing,26.4,18,22.7,26.4,18,22.7,7.5,38.6,0,0,0,,,,,18,96.9,1012.6,33.1,11.1,313.5,27.3,9,,2017-06-12T04:45:27,2017-06-12T19:43:17,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1625,2017/6/13,Beijing,27,19,22.4,26.8,19,22.4,12.2,53.4,11,100,4.17,rain,,,32.4,18,224,1014.7,37.8,10.1,236.3,20.5,8,,2017-06-13T04:45:23,2017-06-13T19:43:44,0.62,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,precipitation,"ZBAA,54511099999"
1626,2017/6/14,Beijing,37,16,27.5,34.9,16,26.5,10.7,42.6,0,0,0,,,,32.4,18,239.4,1010.5,33.1,11,348,30.3,10,,2017-06-14T04:45:22,2017-06-14T19:44:09,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZBAA,54511099999"
1627,2017/6/15,Beijing,39,18,30.2,36.9,18,29,9.9,32.8,0,0,0,,,,36,21.6,217.1,1005.7,60.7,10.5,318.8,27.4,9,,2017-06-15T04:45:23,2017-06-15T19:44:33,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1628,2017/6/16,Beijing,39,21,31.2,36.9,21,30,11.2,32.6,0,0,0,,,,43.2,28.8,200.1,1004.2,35,10.1,317.7,27.4,9,,2017-06-16T04:45:25,2017-06-16T19:44:55,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1629,2017/6/17,Beijing,35,24,30.3,34.7,24,29.7,12.7,34.8,0,0,0,,,,,21.6,188.6,1002.9,68.9,9.7,266,23,9,,2017-06-17T04:45:29,2017-06-17T19:45:15,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1630,2017/6/18,Beijing,35,23,28.1,34,23,27.8,14.9,47.2,0.4,100,4.17,rain,,,43.2,25.2,183.6,1002.3,72.3,9.5,153.9,13.4,5,,2017-06-18T04:45:36,2017-06-18T19:45:34,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,precipitation,"ZBAA,54511099999"
1631,2017/6/19,Beijing,36,20,28.4,34.5,20,27.9,14.7,48.1,0,0,0,,,,,23.3,84.4,1001.4,61.1,11.3,271.4,23.3,10,,2017-06-19T04:45:44,2017-06-19T19:45:51,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1632,2017/6/20,Beijing,34,20,27.7,33,20,27.4,14,45.5,0,0,0,,,,,14.4,151.6,1002.3,28.4,12.2,325.4,28,9,,2017-06-20T04:45:53,2017-06-20T19:46:06,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1633,2017/6/21,Beijing,32,23.3,26.8,32.9,23.3,27.1,17.3,56.8,0,0,0,,,,28.8,25.2,134.6,1004.1,65.9,10.1,131,11.3,4,,2017-06-21T04:46:05,2017-06-21T19:46:20,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZBAA,54511099999"
1634,2017/6/22,Beijing,24,19,20.9,24,19,20.9,18.9,88.7,16.2,100,16.67,rain,,,,18,114.9,1007.1,58.9,6.5,69.5,5.8,2,,2017-06-22T04:46:18,2017-06-22T19:46:31,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,precipitation,"ZBAA,54511099999"
